岩見	57.0516206482593
戸塚	49.5249433106576
8区	39.87908745247148
小松	33.80402010050251
9区	24.316109422492403
遊行寺坂	24.274725274725274
遊行寺	21.180672268907564
競歩	20.642857142857142
シード	19.839910647803425
中央学院	19.774647887323944
東海	17.95093062605753
影取	15.384615384615385
争い	14.453996983408748
中継	14.114642114642114
創価	12.556800815078962
青学	12.401551440623436
前田	11.731920199501246
リレー	11.061946902654867
帝京	11.000254258835495
秀哉	9.633333333333333
タスキ	9.516265912305517
櫛田	9.309090909090909
陽平	9.195402298850574
2分	8.625199362041467
大海	8.395348837209303
神林	8.38548752834467
10位	7.90821566110398
7秒	7.813008130081301
筑波	7.628219666288676
通過	7.5665784832451495
駒澤	6.982627795527157
鳥飼	6.793478260869565
藤井	6.63013698630137
松尾	6.620689655172414
東洋	6.48692166587404
急行バス	5.785714285714286
リベンジ	5.147058823529412
明治	5.095922330097087
給水	5.08638956805216
箱根新道	5.0625
赤羽	5.0
大澤	4.841897233201581
中島	4.793478260869565
実行	4.764705882352941
熾烈	4.699029126213592
川野	4.481481481481482
トーレ	4.355555555555555
駅伝	4.2330840146112365
ワープ	4.05
ひろみ	4.0
1秒	3.9074960127591707
経由	3.857142857142857
学法石川	3.8461538461538463
残り	3.821608040201005
順位	3.7600289121792554
ファイヤー	3.6885245901639343
キープ	3.663551401869159
ライト	3.5
回避	3.4711538461538463
トップ	3.4695575996495838
天国と地獄	3.24
11位	3.2176403207331044
早稲田	3.051479783243018
レッド	3.02803738317757
ピコ太郎	3.0
鳥海	3.0
工務店	3.0
芳賀	2.9724770642201834
走り	2.916162726772952
雪辱	2.913793103448276
8時間	2.7777777777777777
応援	2.7718644669150256
藤嶺	2.769230769230769
6位	2.7338501291989665
4km	2.694736842105263
天と地	2.6666666666666665
すずき	2.6666666666666665
鈴木	2.663564781675018
見た目	2.5350877192982457
矢野	2.4456521739130435
大東	2.315068493150685
中大	2.3029386343993083
れいり	2.25
兵庫県	2.25
西澤	2.25
茅ヶ崎駅	2.25
南口	2.25
早着	2.25
ナイス	2.202247191011236
6km	2.1739130434782608
渡し	2.1739130434782608
東京国際	2.146466541588493
力水	2.0869565217391304
河東	2.057142857142857
藤沢	2.0508474576271185
義弘	2.0416666666666665
阿部亮平	2.0
東洋大牛久	2.0
アンケ	2.0
梵字	2.0
