レコード大賞	84.29166666666667
ももいろ歌合戦	84.16641901931649
メルクリ	42.145833333333336
オリオン	42.145833333333336
レコ大	42.02077151335312
紅白	39.34426229508197
往路	14.223159807867065
5区	8.436820083682008
公式ブログ	8.066666666666666
青学	6.03850003574748
大人の事情	5.113636363636363
佐藤楓	4.761904761904762
応援	3.938442433918751
優勝	3.7543061423464414
ラジオ日本	3.654970760233918
山瀬	3.56794425087108
イルカ	3.2
ブチギレ	3.0625
白雪姫	3.0
立命大	3.0
小津安二郎	3.0
平均	2.580357142857143
乃木坂46	2.5575221238938055
リツイート	2.3225806451612905
ピンクナイキシューズ	2.2857142857142856
追記	2.2857142857142856
南仲	2.2857142857142856
d500	2.25
レター	2.25
大後	2.25
コンバットマーチ	2.0
デブ	2.0
四千頭身	2.0
ぶっかけ	2.0
ソリ	2.0
ミラティブ	2.0
ニヤッ	2.0
ひな人形	2.0
徳ちゃん	2.0
ヘビィ	2.0
乳頭温泉	2.0
等々力	2.0
秋田駅	2.0
立案	2.0
太地町	2.0
千翔	2.0
ブログ	1.9513513513513514
大成	1.9248120300751879
物差し	1.9230769230769231
飯田貴之	1.8728323699421965
iqテスト	1.8
駅伝	1.6705514002435207
歩夢	1.6129032258064515
サキ	1.5
ドリちゃん	1.5
走り	1.4648158328752061
96回	1.4371611631345491
順位	1.4344054933140586
鼡田	1.35
桃子	1.3333333333333333
チャチャ	1.3333333333333333
社会福祉士	1.3333333333333333
ーシューズ	1.3333333333333333
熊本県玉名市	1.3333333333333333
ハウス	1.3333333333333333
歌舞伎町	1.3333333333333333
モバメ	1.3333333333333333
川崎区	1.3333333333333333
青物横丁駅	1.3333333333333333
水族館	1.3333333333333333
メダル	1.3157894736842106
東洋	1.293837896596236
ゆうか	1.2857142857142858
添田	1.2857142857142858
航平	1.2736842105263158
300m	1.2413793103448276
広告	1.208955223880597
3区	1.2025052192066805
撮影	1.1743119266055047
4区	1.1537544696066746
シューズ	1.1475992886781268
ホワイト	1.125
2区	1.0474281897127589
佐伯	1.0434782608695652
縦横無尽	1.0
世界初公開	1.0
8日	1.0
用兵	1.0
渋谷区渋谷	1.0
渋谷区東	1.0
日本的	1.0
跑接	1.0
80年	1.0
ぱりつえぇなぁ	1.0
お方	1.0
ちっぽけ	1.0
前十字靭帯	1.0
松葉杖	1.0
多幸	1.0
極め付き	1.0
